,index,,Multi_Cell_Image_Id,Multi_Cell_Image_Name,Single_Cell_Image_Id,Single_Cell_Image_Name,TableNumber,ImageNumber,Image_FileName_DAPI,Image_PathName_DAPI,Image_FileName_Tubulin,Image_PathName_Tubulin,Image_FileName_Actin,Image_PathName_Actin,Image_Metadata_Plate_DAPI,Image_Metadata_Well_DAPI,Replicate,Image_Metadata_Compound,Image_Metadata_Concentration,moa
12244,23966,23966,570,Week10_200907_D05_s2_w17EE56407-95EB-434C-9BF0-EFD454CFF6B7,25,Week10_200907_D05_s2_w17EE56407-95EB-434C-9BF0-EFD454CFF6B7_25.npy,0,334,Week10_200907_D05_s2_w17EE56407-95EB-434C-9BF0-EFD454CFF6B7.tif,Week10_40115,Week10_200907_D05_s2_w2EFF02B89-5E20-44BA-A463-697D1DAC00A0.tif,Week10_40115,Week10_200907_D05_s2_w4787C8CB0-E4E5-47AA-9440-979C21AF2936.tif,Week10_40115,Week10_40115,D05,2,AZ-U,3.0,Epithelial
202014,427784,427784,3087,Week7_7__F05_s2_w15227892B-FC30-4A47-B170-ECC9258EAFF0,277,Week7_7__F05_s2_w15227892B-FC30-4A47-B170-ECC9258EAFF0_277.npy,7,3294,Week7_7__F05_s2_w15227892B-FC30-4A47-B170-ECC9258EAFF0.tif,Week7_34681,Week7_7__F05_s2_w204D24444-ABCF-4201-AFCC-48DE8A906FCE.tif,Week7_34681,Week7_7__F05_s2_w4F5777929-84A0-4359-898C-FB3BB3A4D44D.tif,Week7_34681,Week7_34681,F05,3,PD-169316,3.0,Kinase inhibitors
170813,350533,350533,2763,Week6_200607_G02_s1_w1B6874ED8-7463-4BC4-BFD6-7FFBB51B46DC,43,Week6_200607_G02_s1_w1B6874ED8-7463-4BC4-BFD6-7FFBB51B46DC_43.npy,6,2841,Week6_200607_G02_s1_w1B6874ED8-7463-4BC4-BFD6-7FFBB51B46DC.tif,Week6_32061,Week6_200607_G02_s1_w2E00CFB5A-1738-4C5E-9D0F-070B33EA6A0A.tif,Week6_32061,Week6_200607_G02_s1_w488469F98-8945-4512-8B1B-449E59F12734.tif,Week6_32061,Week6_32061,G02,1,taxol,0.3,Microtubule stabilizers
120756,229909,229909,76,B06_s2_w12475287E-7BA8-417E-9F3B-210EBC3E6A2C,72,B06_s2_w12475287E-7BA8-417E-9F3B-210EBC3E6A2C_72.npy,4,258,B06_s2_w12475287E-7BA8-417E-9F3B-210EBC3E6A2C.tif,Week4_27521,B06_s2_w281F86F97-98AF-4BC0-8A68-08F69226A2DE.tif,Week4_27521,B06_s2_w4D4920949-3320-4CC9-B7A1-F7B05C7734FC.tif,Week4_27521,Week4_27521,B06,2,anisomycin,0.3,Protein synthesis
152103,289024,289024,2238,Week5_130707_B05_s2_w1F5518E16-4A9B-4630-B7D3-DF9E55CD423C,65,Week5_130707_B05_s2_w1F5518E16-4A9B-4630-B7D3-DF9E55CD423C_65.npy,5,254,Week5_130707_B05_s2_w1F5518E16-4A9B-4630-B7D3-DF9E55CD423C.tif,Week5_28921,Week5_130707_B05_s2_w2F32AC9B5-6C2A-44C4-A114-85FD91A13E62.tif,Week5_28921,Week5_130707_B05_s2_w46FC87193-8CD3-4481-8AE1-5C86DBB559D5.tif,Week5_28921,Week5_28921,B05,2,AZ-J,1.0,Epithelial
122710,234921,234921,297,F02_s2_w16036697C-F5E6-486E-AAC4-D226B5F35553,39,F02_s2_w16036697C-F5E6-486E-AAC4-D226B5F35553_39.npy,4,402,F02_s2_w16036697C-F5E6-486E-AAC4-D226B5F35553.tif,Week4_27521,F02_s2_w2011B8486-CCD6-428B-8F16-B31CCE8E10FB.tif,Week4_27521,F02_s2_w49CBD7B00-669A-4CEF-A139-8FE3D0915705.tif,Week4_27521,Week4_27521,F02,2,taxol,0.3,Microtubule stabilizers
205472,434048,434048,3138,Week7_7__G11_s2_w1AA1623B7-E952-4F04-9676-D01685911DF4,344,Week7_7__G11_s2_w1AA1623B7-E952-4F04-9676-D01685911DF4_344.npy,7,3358,Week7_7__G11_s2_w1AA1623B7-E952-4F04-9676-D01685911DF4.tif,Week7_34681,Week7_7__G11_s2_w23887FC81-33D0-441F-B0ED-7A2A4C9CE382.tif,Week7_34681,Week7_7__G11_s2_w459DE155D-DEA0-46AD-9C40-275A0E86B5AF.tif,Week7_34681,Week7_34681,G11,3,DMSO,0.0,DMSO
122095,233309,233309,232,D11_s3_w19DA0EF9F-9D72-4670-864B-857AFD86FD28,9,D11_s3_w19DA0EF9F-9D72-4670-864B-857AFD86FD28_9.npy,4,359,D11_s3_w19DA0EF9F-9D72-4670-864B-857AFD86FD28.tif,Week4_27521,D11_s3_w2D5FA2446-044D-46E4-92DB-61DF4AFCE9AE.tif,Week4_27521,D11_s3_w4D01A4075-FECD-4A32-9067-722B19F4E675.tif,Week4_27521,Week4_27521,D11,2,taxol,0.3,Microtubule stabilizers
101889,192090,192090,1804,Week3_290607_C11_s3_w1AAF1EDC9-E466-499B-8C20-DC869A0A2181,110,Week3_290607_C11_s3_w1AAF1EDC9-E466-499B-8C20-DC869A0A2181_110.npy,3,2959,Week3_290607_C11_s3_w1AAF1EDC9-E466-499B-8C20-DC869A0A2181.tif,Week3_25681,Week3_290607_C11_s3_w2769C0B66-D717-44F5-BA39-84A4D889CE2D.tif,Week3_25681,Week3_290607_C11_s3_w43942A2DF-97E8-4BAF-9CA5-535A8CFA470B.tif,Week3_25681,Week3_25681,C11,1,taxol,0.3,Microtubule stabilizers
70056,143174,143174,1695,Week3_290607_B10_s1_w1FA8E96F0-D0D6-421B-8413-9B687A0B0FF7,13,Week3_290607_B10_s1_w1FA8E96F0-D0D6-421B-8413-9B687A0B0FF7_13.npy,3,33,Week3_290607_B10_s1_w1FA8E96F0-D0D6-421B-8413-9B687A0B0FF7.tif,Week3_25421,Week3_290607_B10_s1_w29F7B1B5A-8BB3-4D7B-9546-F00D8735676E.tif,Week3_25421,Week3_290607_B10_s1_w49F7BA909-2642-4BBA-9F16-AB698A4D124A.tif,Week3_25421,Week3_25421,B10,1,vincristine,0.003,Microtubule destabilizers
139374,266038,266038,398,G07_s1_w1A0E933D1-CF33-4FFE-847A-3DD371765A7E,12,G07_s1_w1A0E933D1-CF33-4FFE-847A-3DD371765A7E_12.npy,4,3341,G07_s1_w1A0E933D1-CF33-4FFE-847A-3DD371765A7E.tif,Week4_27821,G07_s1_w2AF84375E-91AF-4B81-B3B5-B8558F7442E5.tif,Week4_27821,G07_s1_w4E96D9EA2-5858-43BC-BE9B-9D54531A0E45.tif,Week4_27821,Week4_27821,G07,2,mitomycin C,0.1,DNA damage
28335,55932,55932,799,Week1_150607_C11_s2_w16AF361EB-FCEA-47EC-841E-E12E565708BB,58,Week1_150607_C11_s2_w16AF361EB-FCEA-47EC-841E-E12E565708BB_58.npy,1,318,Week1_150607_C11_s2_w16AF361EB-FCEA-47EC-841E-E12E565708BB.tif,Week1_22141,Week1_150607_C11_s2_w2C33F3DB7-94B2-4932-8791-8310F34A7D34.tif,Week1_22141,Week1_150607_C11_s2_w419586D34-7943-40B1-838A-C5BDE0493502.tif,Week1_22141,Week1_22141,C11,2,taxol,0.3,Microtubule stabilizers
87390,168839,168839,2126,Week3_290607_F11_s3_w19FEB2AE4-0B07-41CE-A6DE-AAF2586D39E1,48,Week3_290607_F11_s3_w19FEB2AE4-0B07-41CE-A6DE-AAF2586D39E1_48.npy,3,439,Week3_290607_F11_s3_w19FEB2AE4-0B07-41CE-A6DE-AAF2586D39E1.tif,Week3_25441,Week3_290607_F11_s3_w2D2E4001E-8CD4-4C76-82CD-0FFA50F56165.tif,Week3_25441,Week3_290607_F11_s3_w434095986-42F4-4770-9B91-1DD57D6E6CC6.tif,Week3_25441,Week3_25441,F11,2,DMSO,0.0,DMSO
77286,153087,153087,2100,Week3_290607_F05_s4_w1D575BD47-63E8-4CFB-BC41-19B76026A7C6,63,Week3_290607_F05_s4_w1D575BD47-63E8-4CFB-BC41-19B76026A7C6_63.npy,3,176,Week3_290607_F05_s4_w1D575BD47-63E8-4CFB-BC41-19B76026A7C6.tif,Week3_25421,Week3_290607_F05_s4_w27D902C0B-0489-4E84-828A-E8BD54B0FF7A.tif,Week3_25421,Week3_290607_F05_s4_w4FB016839-9BF5-4E17-ACD0-FFE305D3DC46.tif,Week3_25421,Week3_25421,F05,1,etoposide,3.0,DNA damage
43768,80486,80486,992,Week1_150607_E07_s3_w1505910FB-0270-4587-870D-F971A228282B,105,Week1_150607_E07_s3_w1505910FB-0270-4587-870D-F971A228282B_105.npy,1,3023,Week1_150607_E07_s3_w1505910FB-0270-4587-870D-F971A228282B.tif,Week1_22361,Week1_150607_E07_s3_w2782BE5E5-2D24-4C8C-8C20-E7EB4C6B191B.tif,Week1_22361,Week1_150607_E07_s3_w47F07F652-82A9-46FE-A04B-BEA5157AD5B2.tif,Week1_22361,Week1_22361,E07,1,colchicine,0.03,Microtubule destabilizers
112527,212970,212970,1644,Week3_290607_B06_s2_w1EB2D741C-50B2-46F8-BB90-81334491FADC,7,Week3_290607_B06_s2_w1EB2D741C-50B2-46F8-BB90-81334491FADC_7.npy,3,3378,Week3_290607_B06_s2_w1EB2D741C-50B2-46F8-BB90-81334491FADC.tif,Week3_25721,Week3_290607_B06_s2_w2146A60C0-E08A-44DD-8031-8351748235DC.tif,Week3_25721,Week3_290607_B06_s2_w47411742D-9CFB-4CFA-B676-4B60D0EF8EA1.tif,Week3_25721,Week3_25721,B06,3,demecolcine,0.3,Microtubule destabilizers
40936,75847,75847,741,Week1_150607_B06_s3_w1CCCACB4D-5E40-47CF-88F3-746D89D5E90A,12,Week1_150607_B06_s3_w1CCCACB4D-5E40-47CF-88F3-746D89D5E90A_12.npy,1,2899,Week1_150607_B06_s3_w1CCCACB4D-5E40-47CF-88F3-746D89D5E90A.tif,Week1_22361,Week1_150607_B06_s3_w201220D23-2C77-4288-8AC1-E3C6434A2AFF.tif,Week1_22361,Week1_150607_B06_s3_w40FC175C3-62C8-4A61-A820-D20FBA663530.tif,Week1_22361,Week1_22361,B06,1,latrunculin B,1.0,Actin disruptors
127093,245577,245577,132,C02_s4_w1EF8736EC-0109-44ED-9F6C-69417C11A8A4,3,C02_s4_w1EF8736EC-0109-44ED-9F6C-69417C11A8A4_3.npy,4,2924,C02_s4_w1EF8736EC-0109-44ED-9F6C-69417C11A8A4.tif,Week4_27801,C02_s4_w2E6F718F6-44CE-43AA-B5A3-C75A8FB4EB69.tif,Week4_27801,C02_s4_w4CA9A710D-03DC-4112-9A84-8975ED9C9CEC.tif,Week4_27801,Week4_27801,C02,1,DMSO,0.0,DMSO
172468,357533,357533,2607,Week6_200607_C11_s3_w19357A9CA-9915-45A9-8F2E-09B6AE811524,6,Week6_200607_C11_s3_w19357A9CA-9915-45A9-8F2E-09B6AE811524_6.npy,6,3199,Week6_200607_C11_s3_w19357A9CA-9915-45A9-8F2E-09B6AE811524.tif,Week6_32161,Week6_200607_C11_s3_w264515B6E-7F2A-4E88-B10D-7B0F4CF1E4FC.tif,Week6_32161,Week6_200607_C11_s3_w4D47B258C-6757-43A9-80DF-E8AA601FB630.tif,Week6_32161,Week6_32161,C11,3,taxol,0.3,Microtubule stabilizers
193185,407443,407443,3089,Week7_7__F05_s3_w101120B3A-5C42-48AE-B69E-D577246597FC,29,Week7_7__F05_s3_w101120B3A-5C42-48AE-B69E-D577246597FC_29.npy,7,3055,Week7_7__F05_s3_w101120B3A-5C42-48AE-B69E-D577246597FC.tif,Week7_34661,Week7_7__F05_s3_w29568B1A4-210B-499A-98A1-6D08EAE61524.tif,Week7_34661,Week7_7__F05_s3_w4E85B3997-3A5F-4BFB-902F-3719760AA729.tif,Week7_34661,Week7_34661,F05,2,PD-169316,3.0,Kinase inhibitors
95422,180823,180823,2011,Week3_290607_E08_s3_w114842789-3C18-4679-9AA5-8CB5B42A73E3,63,Week3_290607_E08_s3_w114842789-3C18-4679-9AA5-8CB5B42A73E3_63.npy,3,627,Week3_290607_E08_s3_w114842789-3C18-4679-9AA5-8CB5B42A73E3.tif,Week3_25461,Week3_290607_E08_s3_w26C59009D-EC84-485C-B24D-8FA01026306F.tif,Week3_25461,Week3_290607_E08_s3_w4D06FB658-1B28-4316-BEF2-DC9FB66B55A5.tif,Week3_25461,Week3_25461,E08,3,AZ841,0.1,Aurora kinase inhibitors
144337,275699,275699,365,G04_s2_w164C4024B-0680-4507-988A-755152F0618B,34,G04_s2_w164C4024B-0680-4507-988A-755152F0618B_34.npy,4,3810,G04_s2_w164C4024B-0680-4507-988A-755152F0618B.tif,Week4_27861,G04_s2_w2FD4F9C22-593D-4DFD-BBB7-AC9D84DA3FE0.tif,Week4_27861,G04_s2_w4351D6101-04AF-4817-8364-2B1043C9A822.tif,Week4_27861,Week4_27861,G04,3,mitomycin C,3.0,DNA damage
222014,476824,476824,3727,Week9_090907_F02_s1_w1F7284890-56A8-40EA-9321-8D7DB49582E3,0,Week9_090907_F02_s1_w1F7284890-56A8-40EA-9321-8D7DB49582E3_0.npy,9,3041,Week9_090907_F02_s1_w1F7284890-56A8-40EA-9321-8D7DB49582E3.tif,Week9_39282,Week9_090907_F02_s1_w2DBB15C08-CB49-41F4-9B73-E6A40FD82235.tif,Week9_39282,Week9_090907_F02_s1_w4125B3743-C7F5-42FF-8BD6-E1624A40C8EE.tif,Week9_39282,Week9_39282,F02,1,taxol,0.3,Microtubule stabilizers
166975,335906,335906,2544,Week6_200607_B03_s4_w1BB8EDD56-741E-4131-A18F-1DBD2CDDD558,152,Week6_200607_B03_s4_w1BB8EDD56-741E-4131-A18F-1DBD2CDDD558_152.npy,6,248,Week6_200607_B03_s4_w1BB8EDD56-741E-4131-A18F-1DBD2CDDD558.tif,Week6_31661,Week6_200607_B03_s4_w2B9E669B2-2C24-4BA5-9895-68514820C016.tif,Week6_31661,Week6_200607_B03_s4_w4955425EB-E3F5-451D-A1BF-9C868DF9A8C2.tif,Week6_31661,Week6_31661,B03,2,lactacystin,10.0,Protein degradation
35812,68314,68314,937,Week1_150607_E02_s1_w1034EAD1F-34C8-4008-9581-DB63A7F977C8,6,Week1_150607_E02_s1_w1034EAD1F-34C8-4008-9581-DB63A7F977C8_6.npy,1,601,Week1_150607_E02_s1_w1034EAD1F-34C8-4008-9581-DB63A7F977C8.tif,Week1_22161,Week1_150607_E02_s1_w274CCA4C5-FD34-4AD4-9512-DBAAB62B9070.tif,Week1_22161,Week1_150607_E02_s1_w47C05B748-1E5B-47E6-A0BA-3FDA2914AB91.tif,Week1_22161,Week1_22161,E02,3,taxol,0.3,Microtubule stabilizers
34091,65198,65198,712,Week1_150607_B04_s2_w14267EFE5-63A5-4B16-91BD-70708E55F937,76,Week1_150607_B04_s2_w14267EFE5-63A5-4B16-91BD-70708E55F937_76.npy,1,490,Week1_150607_B04_s2_w14267EFE5-63A5-4B16-91BD-70708E55F937.tif,Week1_22161,Week1_150607_B04_s2_w2A5D3DB3D-8C3A-4A09-9932-06FCB268793D.tif,Week1_22161,Week1_150607_B04_s2_w4FCBD0752-0DEC-447C-8F8F-D520925CFBD8.tif,Week1_22161,Week1_22161,B04,3,cytochalasin B,10.0,Actin disruptors
107637,203630,203630,1779,Week3_290607_C08_s1_w118CA11DA-0FA7-427E-BE8F-40E171D92211,64,Week3_290607_C08_s1_w118CA11DA-0FA7-427E-BE8F-40E171D92211_64.npy,3,3185,Week3_290607_C08_s1_w118CA11DA-0FA7-427E-BE8F-40E171D92211.tif,Week3_25701,Week3_290607_C08_s1_w2BFF88F45-0398-4487-B670-2D35D4A35D0E.tif,Week3_25701,Week3_290607_C08_s1_w43A3D2D64-F4E4-428C-9D74-4300BDCBCA46.tif,Week3_25701,Week3_25701,C08,2,emetine,0.1,Protein synthesis
4156,8824,8824,561,Week10_200907_D04_s3_w1E0CDAB78-68F2-48B6-84AF-ED7BCCFF316C,120,Week10_200907_D04_s3_w1E0CDAB78-68F2-48B6-84AF-ED7BCCFF316C_120.npy,0,91,Week10_200907_D04_s3_w1E0CDAB78-68F2-48B6-84AF-ED7BCCFF316C.tif,Week10_40111,Week10_200907_D04_s3_w2E6D4F478-A0B5-497D-B53D-9B6ABEB37A97.tif,Week10_40111,Week10_200907_D04_s3_w45A4C3C2F-DA82-44E5-9F17-E0DF2028E308.tif,Week10_40111,Week10_40111,D04,1,AZ-U,10.0,Epithelial
2039,4779,4779,502,Week10_200907_C07_s4_w12CDC8040-85B9-496B-845F-75C19AC69333,95,Week10_200907_C07_s4_w12CDC8040-85B9-496B-845F-75C19AC69333_95.npy,0,64,Week10_200907_C07_s4_w12CDC8040-85B9-496B-845F-75C19AC69333.tif,Week10_40111,Week10_200907_C07_s4_w27A01D84E-FA5D-41AD-8FE4-BF4C7E599193.tif,Week10_40111,Week10_200907_C07_s4_w40CF75BFC-7602-4F8E-BEA8-422675AD03CB.tif,Week10_40111,Week10_40111,C07,1,AZ138,0.3,Eg5 inhibitors
56898,110194,110194,1523,Week2_180607_G03_s4_w176B8FDE2-C853-473C-B927-1B82F40B1796,61,Week2_180607_G03_s4_w176B8FDE2-C853-473C-B927-1B82F40B1796_61.npy,2,208,Week2_180607_G03_s4_w176B8FDE2-C853-473C-B927-1B82F40B1796.tif,Week2_24121,Week2_180607_G03_s4_w271DDCC68-54C1-4B0F-9608-A6B38F0964ED.tif,Week2_24121,Week2_180607_G03_s4_w43ED33618-1003-40B8-8239-88633F540807.tif,Week2_24121,Week2_24121,G03,1,methotrexate,10.0,DNA replication
26752,51880,51880,1158,Week1_150607_G08_s2_w184C1459A-44FD-4F5C-95C8-C0640104A87F,57,Week1_150607_G08_s2_w184C1459A-44FD-4F5C-95C8-C0640104A87F_57.npy,1,226,Week1_150607_G08_s2_w184C1459A-44FD-4F5C-95C8-C0640104A87F.tif,Week1_22123,Week1_150607_G08_s2_w244C8E57B-C84F-41AA-9AA7-40A006D5A1D9.tif,Week1_22123,Week1_150607_G08_s2_w43B227B69-476E-46B9-BC93-F81914595C9D.tif,Week1_22123,Week1_22123,G08,1,AZ-A,0.1,Aurora kinase inhibitors
97997,184533,184533,2110,Week3_290607_F06_s4_w147D68853-751E-478E-A93A-001F22FB22AC,33,Week3_290607_F06_s4_w147D68853-751E-478E-A93A-001F22FB22AC_33.npy,3,660,Week3_290607_F06_s4_w147D68853-751E-478E-A93A-001F22FB22AC.tif,Week3_25461,Week3_290607_F06_s4_w2D33EFBCA-78E2-477D-BF6D-610BE0E2550B.tif,Week3_25461,Week3_290607_F06_s4_w4B323D606-1D7F-4F6D-BE78-F72DD0F5796D.tif,Week3_25461,Week3_25461,F06,3,etoposide,1.0,DNA damage
167332,336916,336916,2597,Week6_200607_C11_s1_w1FF868AAD-611D-4B4A-A0AB-82C1FE3F7D9A,4,Week6_200607_C11_s1_w1FF868AAD-611D-4B4A-A0AB-82C1FE3F7D9A_4.npy,6,317,Week6_200607_C11_s1_w1FF868AAD-611D-4B4A-A0AB-82C1FE3F7D9A.tif,Week6_31661,Week6_200607_C11_s1_w287F7E63A-EE57-48D4-828A-A764CC806BC4.tif,Week6_31661,Week6_200607_C11_s1_w4A16A0D0A-59FF-4E1E-ABA0-8A9993A2223D.tif,Week6_31661,Week6_31661,C11,2,taxol,0.3,Microtubule stabilizers
170493,349073,349073,2671,Week6_200607_E02_s2_w1834E8357-D721-471C-997F-7736D6CDB85A,6,Week6_200607_E02_s2_w1834E8357-D721-471C-997F-7736D6CDB85A_6.npy,6,2762,Week6_200607_E02_s2_w1834E8357-D721-471C-997F-7736D6CDB85A.tif,Week6_32061,Week6_200607_E02_s2_w255A4296C-134D-40B5-A55A-C87EB3989A30.tif,Week6_32061,Week6_200607_E02_s2_w4863E3168-3B63-4054-AFAA-F2539401D53C.tif,Week6_32061,Week6_32061,E02,1,taxol,0.3,Microtubule stabilizers
129777,250325,250325,308,F02_s4_w13CEB0068-F482-482B-99BF-D26101618802,58,F02_s4_w13CEB0068-F482-482B-99BF-D26101618802_58.npy,4,3044,F02_s4_w13CEB0068-F482-482B-99BF-D26101618802.tif,Week4_27801,F02_s4_w27196E93D-70D9-420F-B9FD-356F1F6155F0.tif,Week4_27801,F02_s4_w4EF0D8B47-5A15-417E-8EA9-C92EECA77167.tif,Week4_27801,Week4_27801,F02,1,taxol,0.3,Microtubule stabilizers
27596,54371,54371,717,Week1_150607_B04_s3_w1B0B8AAC7-F2AD-4756-939C-6151431D5637,17,Week1_150607_B04_s3_w1B0B8AAC7-F2AD-4756-939C-6151431D5637_17.npy,1,251,Week1_150607_B04_s3_w1B0B8AAC7-F2AD-4756-939C-6151431D5637.tif,Week1_22141,Week1_150607_B04_s3_w25C7FD77E-FDC4-471F-A512-6018D98F1D6A.tif,Week1_22141,Week1_150607_B04_s3_w42BD03411-D32F-4179-A6C5-C4D27E937A93.tif,Week1_22141,Week1_22141,B04,2,cytochalasin B,10.0,Actin disruptors
191307,405565,405565,3075,Week7_7__F02_s4_w1A578C655-C3D5-4E45-8071-5951BCB2DFD2,61,Week7_7__F02_s4_w1A578C655-C3D5-4E45-8071-5951BCB2DFD2_61.npy,7,3044,Week7_7__F02_s4_w1A578C655-C3D5-4E45-8071-5951BCB2DFD2.tif,Week7_34661,Week7_7__F02_s4_w255D633AD-E577-4BC4-B52E-083FACA22EA6.tif,Week7_34661,Week7_7__F02_s4_w43D26E688-2C88-4AE5-B270-D71711D59E89.tif,Week7_34661,Week7_34661,F02,2,taxol,0.3,Microtubule stabilizers
46277,86423,86423,761,Week1_150607_B11_s3_w18291699C-9324-43FF-A59A-C0EBFA9291D1,18,Week1_150607_B11_s3_w18291699C-9324-43FF-A59A-C0EBFA9291D1_18.npy,1,3159,Week1_150607_B11_s3_w18291699C-9324-43FF-A59A-C0EBFA9291D1.tif,Week1_22381,Week1_150607_B11_s3_w21EAD9063-4225-4A2D-89C5-1DFEFA3D3299.tif,Week1_22381,Week1_150607_B11_s3_w4E60D8FC3-60B9-4659-9A28-31C38A618CBF.tif,Week1_22381,Week1_22381,B11,2,taxol,0.3,Microtubule stabilizers
168511,340386,340386,2767,Week6_200607_G02_s2_w1E1BF8D95-1E37-4752-8CA4-1A25D7143C7B,15,Week6_200607_G02_s2_w1E1BF8D95-1E37-4752-8CA4-1A25D7143C7B_15.npy,6,442,Week6_200607_G02_s2_w1E1BF8D95-1E37-4752-8CA4-1A25D7143C7B.tif,Week6_31661,Week6_200607_G02_s2_w23E640F41-8F2F-4761-BD7C-423FDA40B511.tif,Week6_31661,Week6_200607_G02_s2_w49A5146F6-01A7-4BBB-A28C-F7FF32EA6E51.tif,Week6_31661,Week6_31661,G02,2,taxol,0.3,Microtubule stabilizers
141232,269741,269741,67,B05_s4_w111AE5365-4BB1-45F0-AD88-C9BA48D199C4,40,B05_s4_w111AE5365-4BB1-45F0-AD88-C9BA48D199C4_40.npy,4,3616,B05_s4_w111AE5365-4BB1-45F0-AD88-C9BA48D199C4.tif,Week4_27861,B05_s4_w237827CD5-1C8B-4C26-BC50-E259C51333B9.tif,Week4_27861,B05_s4_w42F357D0D-3A81-46AC-A23D-01FAD3AFC422.tif,Week4_27861,Week4_27861,B05,3,cyclohexamide,5.0,Protein synthesis
93898,179299,179299,1985,Week3_290607_E06_s2_w1774F7C6A-94FE-4405-9A60-BC114DD7E115,9,Week3_290607_E06_s2_w1774F7C6A-94FE-4405-9A60-BC114DD7E115_9.npy,3,618,Week3_290607_E06_s2_w1774F7C6A-94FE-4405-9A60-BC114DD7E115.tif,Week3_25461,Week3_290607_E06_s2_w2C72CB0E2-EB58-4296-A0EA-A26CF7D1FEC0.tif,Week3_25461,Week3_290607_E06_s2_w4E8B30AF9-2B6D-421A-A9F2-7827BD90DED3.tif,Week3_25461,Week3_25461,E06,3,AZ841,1.0,Aurora kinase inhibitors
36467,68969,68969,976,Week1_150607_E04_s2_w1AB7242AD-5699-4726-9DB0-0F2202BDDE59,59,Week1_150607_E04_s2_w1AB7242AD-5699-4726-9DB0-0F2202BDDE59_59.npy,1,610,Week1_150607_E04_s2_w1AB7242AD-5699-4726-9DB0-0F2202BDDE59.tif,Week1_22161,Week1_150607_E04_s2_w21B70AFD1-943C-4CF9-8577-B4041C979FC3.tif,Week1_22161,Week1_150607_E04_s2_w447ADEB11-CD29-4C93-B365-44A335D0247A.tif,Week1_22161,Week1_22161,E04,3,nocodazole,1.0,Microtubule destabilizers
71110,144963,144963,1799,Week3_290607_C11_s2_w1ED698447-9D78-4301-9C0F-8C88E5C6884F,51,Week3_290607_C11_s2_w1ED698447-9D78-4301-9C0F-8C88E5C6884F_51.npy,3,78,Week3_290607_C11_s2_w1ED698447-9D78-4301-9C0F-8C88E5C6884F.tif,Week3_25421,Week3_290607_C11_s2_w2E6D8FDE5-1157-4086-81FA-A6F8C1E0446C.tif,Week3_25421,Week3_290607_C11_s2_w4727AFF83-8B74-46D4-BBCF-DA6D7019AB1D.tif,Week3_25421,Week3_25421,C11,1,taxol,0.3,Microtubule stabilizers
101185,191386,191386,1775,Week3_290607_C07_s4_w11D719084-0DB5-4683-B163-7AD2306E338F,50,Week3_290607_C07_s4_w11D719084-0DB5-4683-B163-7AD2306E338F_50.npy,3,2944,Week3_290607_C07_s4_w11D719084-0DB5-4683-B163-7AD2306E338F.tif,Week3_25681,Week3_290607_C07_s4_w29AC03E4A-5484-4227-8401-CB5ACD81EB13.tif,Week3_25681,Week3_290607_C07_s4_w4773B9A94-AD79-465A-A765-453A716CFB3C.tif,Week3_25681,Week3_25681,C07,1,emetine,0.3,Protein synthesis
179230,372914,372914,2880,Week7_230707_D07_s2_w198B1A677-1687-42C9-B951-FCEDEC902FAB,37,Week7_230707_D07_s2_w198B1A677-1687-42C9-B951-FCEDEC902FAB_37.npy,7,582,Week7_230707_D07_s2_w198B1A677-1687-42C9-B951-FCEDEC902FAB.tif,Week7_34381,Week7_230707_D07_s2_w2D9DFBE60-9DC1-4657-8C6D-8AB0D7DD8521.tif,Week7_34381,Week7_230707_D07_s2_w464A2F0CB-A2E2-4805-A7A0-18194715E7FA.tif,Week7_34381,Week7_34381,D07,3,proteasome inhibitor I,0.1,Protein degradation
184056,383562,383562,2987,Week7_7__C06_s2_w16E9AC56D-1458-4519-A41F-88F8D94C294C,109,Week7_7__C06_s2_w16E9AC56D-1458-4519-A41F-88F8D94C294C_109.npy,7,2698,Week7_7__C06_s2_w16E9AC56D-1458-4519-A41F-88F8D94C294C.tif,Week7_34641,Week7_7__C06_s2_w2A4AF1253-B31B-4A2A-9232-6F5ADCE0ACD6.tif,Week7_34641,Week7_7__C06_s2_w407DC5E83-FE6F-4564-9387-17E339405DAD.tif,Week7_34641,Week7_34641,C06,1,docetaxel,0.03,Microtubule stabilizers
144709,276071,276071,373,G05_s1_w18FCA818F-9515-4C93-9E93-05F1C0B55863,31,G05_s1_w18FCA818F-9515-4C93-9E93-05F1C0B55863_31.npy,4,3813,G05_s1_w18FCA818F-9515-4C93-9E93-05F1C0B55863.tif,Week4_27861,G05_s1_w2A7A4518C-171A-452B-9B06-B7F07A317E7E.tif,Week4_27861,G05_s1_w408219BA9-A78C-4629-B211-0DD2A9A4EEAE.tif,Week4_27861,Week4_27861,G05,3,mitomycin C,1.0,DNA damage
64821,133263,133263,1462,Week2_180607_F02_s4_w14EBE2925-CBA5-42C4-8853-A78BACC04D3C,192,Week2_180607_F02_s4_w14EBE2925-CBA5-42C4-8853-A78BACC04D3C_192.npy,2,3284,Week2_180607_F02_s4_w14EBE2925-CBA5-42C4-8853-A78BACC04D3C.tif,Week2_24381,Week2_180607_F02_s4_w2D9595B0D-B59E-4199-9AEC-6BC50DB2CD80.tif,Week2_24381,Week2_180607_F02_s4_w4DD8A5083-657A-4C72-B3AB-B8B7245252B2.tif,Week2_24381,Week2_24381,F02,2,taxol,0.3,Microtubule stabilizers
